locus_tag	ftype	length_bp	gene	EC_number	COG	product
GAOLONMG_00067	CDS	1320	yehB_1		COG3188	Outer membrane usher protein YehB
GAOLONMG_00068	CDS	378			COG1662	IS1 family transposase IS1R
GAOLONMG_00069	CDS	276			COG1662	IS1 family transposase IS1A
GAOLONMG_00070	CDS	1035	yehA			putative fimbrial-like protein YehA
GAOLONMG_00071	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
GAOLONMG_00072	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
GAOLONMG_00073	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
GAOLONMG_00074	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
GAOLONMG_00075	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GAOLONMG_00076	CDS	819				hypothetical protein
GAOLONMG_00077	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
GAOLONMG_00078	CDS	966	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
GAOLONMG_00079	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
GAOLONMG_00080	CDS	1278	yegT			Putative nucleoside transporter YegT
GAOLONMG_00081	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
GAOLONMG_00082	CDS	855	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
GAOLONMG_00083	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
GAOLONMG_00084	CDS	453	gatA_1		COG1762	PTS system galactitol-specific EIIA component
GAOLONMG_00085	CDS	285	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
GAOLONMG_00086	CDS	1356	gatC_1		COG3775	PTS system galactitol-specific EIIC component
GAOLONMG_00087	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
GAOLONMG_00088	CDS	780	srlR_1		COG1349	Glucitol operon repressor
GAOLONMG_00089	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
GAOLONMG_00090	CDS	378				hypothetical protein
GAOLONMG_00091	CDS	1362	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
GAOLONMG_00092	CDS	333				hypothetical protein
GAOLONMG_00093	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
GAOLONMG_00094	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
GAOLONMG_00095	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
GAOLONMG_00096	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
GAOLONMG_00097	CDS	3123	mdtB		COG0841	Multidrug resistance protein MdtB
GAOLONMG_00098	CDS	1248	mdtA			Multidrug resistance protein MdtA
GAOLONMG_00099	CDS	660				hypothetical protein
GAOLONMG_00100	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
GAOLONMG_00101	CDS	462				hypothetical protein
GAOLONMG_00102	CDS	1947	yegI	2.7.-.-	COG4248	Protein kinase YegI
GAOLONMG_00103	CDS	1353	dnaK_1			Chaperone protein DnaK
GAOLONMG_00104	CDS	858	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
GAOLONMG_00105	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
GAOLONMG_00106	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
GAOLONMG_00107	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
GAOLONMG_00108	CDS	1854				hypothetical protein
GAOLONMG_00109	CDS	1584				hypothetical protein
GAOLONMG_00110	CDS	1140				hypothetical protein
GAOLONMG_00111	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
GAOLONMG_00112	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
GAOLONMG_00113	CDS	840				hypothetical protein
GAOLONMG_00114	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
GAOLONMG_00115	CDS	1218				hypothetical protein
GAOLONMG_00116	CDS	1218				hypothetical protein
GAOLONMG_00117	CDS	747				hypothetical protein
GAOLONMG_00118	CDS	549				hypothetical protein
GAOLONMG_00119	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
GAOLONMG_00120	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
GAOLONMG_00121	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
GAOLONMG_00122	CDS	1224				hypothetical protein
GAOLONMG_00123	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
GAOLONMG_00124	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
GAOLONMG_00125	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
GAOLONMG_00126	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
GAOLONMG_00127	CDS	1281				hypothetical protein
GAOLONMG_00128	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GAOLONMG_00129	CDS	1395				hypothetical protein
GAOLONMG_00130	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
GAOLONMG_00131	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GAOLONMG_00132	CDS	900	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
GAOLONMG_00133	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
GAOLONMG_00134	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
GAOLONMG_00135	CDS	1257	murJ_1			lipid II flippase MurJ
GAOLONMG_00136	CDS	891				hypothetical protein
GAOLONMG_00137	CDS	870				hypothetical protein
GAOLONMG_00138	CDS	1149				hypothetical protein
GAOLONMG_00139	CDS	357		2.4.-.-	COG0463	putative glycosyltransferase
GAOLONMG_00140	CDS	492				hypothetical protein
GAOLONMG_00141	CDS	1413				hypothetical protein
GAOLONMG_00142	CDS	360				hypothetical protein
GAOLONMG_00143	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
GAOLONMG_00144	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
GAOLONMG_00145	CDS	978	wzzB		COG3765	Chain length determinant protein
GAOLONMG_00146	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
GAOLONMG_00147	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GAOLONMG_00148	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GAOLONMG_00149	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GAOLONMG_00150	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
GAOLONMG_00151	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GAOLONMG_00152	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GAOLONMG_00153	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
GAOLONMG_00154	CDS	825	yeeZ		COG0451	Protein YeeZ
GAOLONMG_00155	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
GAOLONMG_00156	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
GAOLONMG_00157	CDS	1005				hypothetical protein
GAOLONMG_00158	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
GAOLONMG_00159	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
GAOLONMG_00160	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
GAOLONMG_00161	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
GAOLONMG_00162	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
GAOLONMG_00163	CDS	330				hypothetical protein
GAOLONMG_00164	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
GAOLONMG_00165	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
GAOLONMG_00166	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GAOLONMG_00167	CDS	927	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
GAOLONMG_00168	CDS	966	lsrR_1		COG2390	Transcriptional regulator LsrR
GAOLONMG_00169	CDS	459	gatA_2		COG1762	PTS system galactitol-specific EIIA component
GAOLONMG_00170	CDS	285				hypothetical protein
GAOLONMG_00171	CDS	1371	gatC_2		COG3775	PTS system galactitol-specific EIIC component
GAOLONMG_00172	CDS	537	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
GAOLONMG_00173	CDS	756	ydjF_1		COG1349	putative HTH-type transcriptional regulator YdjF
GAOLONMG_00174	CDS	444	gatA_3		COG1762	PTS system galactitol-specific EIIA component
GAOLONMG_00175	CDS	294	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
GAOLONMG_00176	CDS	1254	gatC_3		COG3775	PTS system galactitol-specific EIIC component
GAOLONMG_00177	CDS	645	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
GAOLONMG_00178	CDS	753	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GAOLONMG_00179	CDS	561	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
GAOLONMG_00180	CDS	1803				hypothetical protein
GAOLONMG_00181	CDS	378			COG1662	IS1 family transposase IS1R
GAOLONMG_00182	CDS	276			COG1662	IS1 family transposase IS1A
GAOLONMG_00183	CDS	195				hypothetical protein
GAOLONMG_00184	CDS	885				hypothetical protein
GAOLONMG_00185	CDS	639	intA_1		COG0582	Prophage integrase IntA
GAOLONMG_00186	CDS	531	intS_1		COG0582	Prophage integrase IntS
GAOLONMG_00187	tRNA	76				tRNA-Asn(gtt)
GAOLONMG_00188	CDS	918	gltC_1			HTH-type transcriptional regulator GltC
GAOLONMG_00189	CDS	951	cbl			HTH-type transcriptional regulator cbl
GAOLONMG_00190	tRNA	76				tRNA-Asn(gtt)
GAOLONMG_00191	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
GAOLONMG_00192	tRNA	76				tRNA-Asn(gtt)
GAOLONMG_00193	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
GAOLONMG_00194	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
GAOLONMG_00195	CDS	1317	abaF			Fosfomycin resistance protein AbaF
GAOLONMG_00196	CDS	1053				hypothetical protein
GAOLONMG_00197	CDS	885				hypothetical protein
GAOLONMG_00198	CDS	639	intA_2		COG0582	Prophage integrase IntA
GAOLONMG_00199	CDS	531	intS_2		COG0582	Prophage integrase IntS
GAOLONMG_00200	tRNA	76				tRNA-Asn(gtt)
GAOLONMG_00201	CDS	798	mtfA		COG3228	Protein MtfA
GAOLONMG_00202	tRNA	90				tRNA-Ser(cga)
GAOLONMG_00203	CDS	531	yodB		COG3038	Cytochrome b561 
GAOLONMG_00204	CDS	672	zinT		COG3443	Metal-binding protein ZinT
GAOLONMG_00205	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
GAOLONMG_00206	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
GAOLONMG_00207	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
GAOLONMG_00208	CDS	378			COG1662	IS1 family transposase IS1R
GAOLONMG_00209	CDS	276			COG1662	IS1 family transposase IS1A
GAOLONMG_00210	CDS	672	hprR		COG0745	Transcriptional regulatory protein HprR
GAOLONMG_00211	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
GAOLONMG_00212	CDS	504	hchA_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
GAOLONMG_00213	CDS	363	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
GAOLONMG_00214	CDS	1215	ompN_1		COG3203	Outer membrane porin N
GAOLONMG_00215	CDS	384	yedR			Inner membrane protein YedR
GAOLONMG_00216	CDS	696	yedJ		COG1418	putative protein YedJ
GAOLONMG_00217	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
GAOLONMG_00218	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
GAOLONMG_00219	CDS	921	yedA			putative inner membrane transporter YedA
GAOLONMG_00220	CDS	918	yedI		COG2354	Inner membrane protein YedI
GAOLONMG_00221	CDS	183				hypothetical protein
GAOLONMG_00222	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
GAOLONMG_00223	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
GAOLONMG_00224	CDS	228				hypothetical protein
GAOLONMG_00225	CDS	189	dsrB			Protein DsrB
GAOLONMG_00226	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
GAOLONMG_00227	CDS	786	fliR		COG1684	Flagellar biosynthetic protein FliR
GAOLONMG_00228	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
GAOLONMG_00229	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
GAOLONMG_00230	CDS	366	fliO		COG3190	Flagellar protein FliO
GAOLONMG_00231	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
GAOLONMG_00232	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
GAOLONMG_00233	CDS	465				hypothetical protein
GAOLONMG_00234	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
GAOLONMG_00235	CDS	444	fliJ		COG2882	Flagellar FliJ protein
GAOLONMG_00236	CDS	1374	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
GAOLONMG_00237	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
GAOLONMG_00238	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
GAOLONMG_00239	CDS	1659	fliF		COG1766	Flagellar M-ring protein
GAOLONMG_00240	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
GAOLONMG_00241	CDS	804				hypothetical protein
GAOLONMG_00242	CDS	192				hypothetical protein
GAOLONMG_00243	CDS	672	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
GAOLONMG_00244	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
GAOLONMG_00245	CDS	1206				hypothetical protein
GAOLONMG_00246	CDS	414				hypothetical protein
GAOLONMG_00247	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
GAOLONMG_00248	CDS	366	fliT			Flagellar protein FliT
GAOLONMG_00249	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
GAOLONMG_00250	CDS	1407	fliD		COG1345	Flagellar hook-associated protein 2
GAOLONMG_00251	CDS	1713				hypothetical protein
GAOLONMG_00252	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
GAOLONMG_00253	CDS	549	fliZ			Regulator of sigma S factor FliZ
GAOLONMG_00254	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
GAOLONMG_00255	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
GAOLONMG_00256	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
GAOLONMG_00257	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
GAOLONMG_00258	CDS	723	sdiA		COG2771	Regulatory protein SdiA
GAOLONMG_00259	CDS	225				hypothetical protein
GAOLONMG_00260	CDS	657	uvrY		COG2197	Response regulator UvrY
GAOLONMG_00261	CDS	1833	uvrC		COG0322	UvrABC system protein C
GAOLONMG_00262	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GAOLONMG_00263	tRNA	76				tRNA-Gly(gcc)
GAOLONMG_00264	tRNA	74				tRNA-Cys(gca)
GAOLONMG_00265	tRNA	87				tRNA-Leu(taa)
GAOLONMG_00266	CDS	666				hypothetical protein
GAOLONMG_00267	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
GAOLONMG_00268	CDS	240				hypothetical protein
GAOLONMG_00269	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
GAOLONMG_00270	CDS	324				hypothetical protein
GAOLONMG_00271	CDS	252				hypothetical protein
GAOLONMG_00272	CDS	504	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
GAOLONMG_00273	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
GAOLONMG_00274	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
GAOLONMG_00275	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
GAOLONMG_00276	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
GAOLONMG_00277	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
GAOLONMG_00278	CDS	429	uspC		COG0589	Universal stress protein C
GAOLONMG_00279	CDS	351	flhD			Flagellar transcriptional regulator FlhD
GAOLONMG_00280	CDS	579	flhC			Flagellar transcriptional regulator FlhC
GAOLONMG_00281	CDS	888	motA		COG1291	Motility protein A
GAOLONMG_00282	CDS	927	motB		COG1360	Motility protein B
GAOLONMG_00283	CDS	1965	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
GAOLONMG_00284	CDS	504	cheW		COG0835	Chemotaxis protein CheW
GAOLONMG_00285	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
GAOLONMG_00286	CDS	1602	tap		COG0840	Methyl-accepting chemotaxis protein IV
GAOLONMG_00287	CDS	861	cheR	2.1.1.80		Chemotaxis protein methyltransferase
GAOLONMG_00288	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
GAOLONMG_00289	CDS	390	cheY		COG0784	Chemotaxis protein CheY
GAOLONMG_00290	CDS	645	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
GAOLONMG_00291	CDS	1149	flhB		COG1377	Flagellar biosynthetic protein FlhB
GAOLONMG_00292	CDS	2079	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
GAOLONMG_00293	CDS	393	flhE			Flagellar protein FlhE
GAOLONMG_00294	CDS	489				hypothetical protein
GAOLONMG_00295	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
GAOLONMG_00296	CDS	567	yecM		COG3102	Protein YecM
GAOLONMG_00297	CDS	747	cutC_1		COG3142	Copper homeostasis protein CutC
GAOLONMG_00298	CDS	1101	torY		COG3005	Cytochrome c-type protein TorY
GAOLONMG_00299	CDS	2430	torZ	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 2
GAOLONMG_00300	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
GAOLONMG_00301	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
GAOLONMG_00302	CDS	396	yecN		COG3788	Inner membrane protein YecN
GAOLONMG_00303	CDS	819				hypothetical protein
GAOLONMG_00304	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
GAOLONMG_00305	CDS	1773	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
GAOLONMG_00306	CDS	510	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
GAOLONMG_00307	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
GAOLONMG_00308	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
GAOLONMG_00309	CDS	603				hypothetical protein
GAOLONMG_00310	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GAOLONMG_00311	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GAOLONMG_00312	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
GAOLONMG_00313	CDS	756	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
GAOLONMG_00314	CDS	987	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
GAOLONMG_00315	CDS	1323	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
GAOLONMG_00316	CDS	972	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
GAOLONMG_00317	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
GAOLONMG_00318	CDS	870	hexR		COG1737	HTH-type transcriptional regulator HexR
GAOLONMG_00319	CDS	150				hypothetical protein
GAOLONMG_00320	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
GAOLONMG_00321	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
GAOLONMG_00322	CDS	642	eda		COG0800	KHG/KDPG aldolase
GAOLONMG_00323	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
GAOLONMG_00324	CDS	291				hypothetical protein
GAOLONMG_00325	CDS	357	yebF			Protein YebF
GAOLONMG_00326	CDS	111				hypothetical protein
GAOLONMG_00327	CDS	660	yebE		COG2979	Inner membrane protein YebE
GAOLONMG_00328	CDS	2061	ptrB	3.4.21.83	COG1770	Protease 2
GAOLONMG_00329	CDS	663	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
GAOLONMG_00330	CDS	657				hypothetical protein
GAOLONMG_00331	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
GAOLONMG_00332	CDS	375	yobA		COG2372	Protein YobA
GAOLONMG_00333	CDS	873	yebZ		COG1276	Inner membrane protein YebZ
GAOLONMG_00334	CDS	342				hypothetical protein
